Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2018/2019,19/08/2018,17:00,Zenit,Ural,4,1,H,1.36,4.93,10.61,1.4,5.04,12,1.34,4.67,9.82
Russia,Premier League,2018/2019,19/08/2018,19:30,FK Rostov,Yenisey,4,0,H,1.62,3.71,6.86,1.65,3.71,7.4,1.6,3.47,6.5
Russia,Premier League,2018/2019,20/08/2018,17:30,Dynamo Moscow,Ufa,3,0,H,1.75,3.2,6.62,1.81,3.4,7.6,1.73,3.17,5.85
Russia,Premier League,2018/2019,24/08/2018,17:30,Arsenal Tula,FK Rostov,0,1,A,3.31,2.96,2.55,3.44,2.97,2.61,3.17,2.86,2.51
Russia,Premier League,2018/2019,25/08/2018,12:00,Ural,Akhmat Grozny,2,1,H,2.53,3.03,3.29,2.56,3.08,3.4,2.45,2.94,3.16
Russia,Premier League,2018/2019,25/08/2018,14:30,Rubin Kazan,CSKA Moscow,1,1,D,2.77,2.92,3.04,2.8,2.97,3.1,2.64,2.85,2.99
Russia,Premier League,2018/2019,25/08/2018,17:00,Spartak Moscow,Dynamo Moscow,2,1,H,1.78,3.44,5.43,1.85,3.79,5.64,1.75,3.44,4.99
Russia,Premier League,2018/2019,26/08/2018,12:00,Orenburg,Krasnodar,1,1,D,3.72,3.16,2.24,3.9,3.17,2.33,3.5,3.04,2.22
Russia,Premier League,2018/2019,26/08/2018,14:30,Ufa,Zenit,0,2,A,6.37,3.27,1.75,6.85,3.5,1.77,5.77,3.33,1.7
Russia,Premier League,2018/2019,26/08/2018,17:00,Lokomotiv Moscow,FK Anzi Makhackala,2,1,H,1.25,5.52,19.58,1.27,6,21.9,1.23,5.34,16.58
Russia,Premier League,2018/2019,27/08/2018,15:30,Yenisey,FK Krylya Sovetov Samara,1,0,H,2.71,2.94,3.09,2.88,3.1,3.12,2.64,2.87,2.98
Russia,Premier League,2018/2019,31/08/2018,17:30,FK Rostov,Rubin Kazan,1,1,D,2.36,2.85,3.88,2.51,2.9,3.92,2.36,2.76,3.62
Russia,Premier League,2018/2019,01/09/2018,12:00,FK Krylya Sovetov Samara,FK Anzi Makhackala,1,0,H,1.72,3.54,5.93,1.74,3.64,6.35,1.68,3.47,5.62
Russia,Premier League,2018/2019,01/09/2018,14:30,CSKA Moscow,Ural,4,0,H,1.54,4.15,6.94,1.59,4.25,7.46,1.54,3.9,6.45
Russia,Premier League,2018/2019,01/09/2018,17:00,Krasnodar,Lokomotiv Moscow,2,1,H,2.47,3.17,3.21,2.54,3.26,3.42,2.39,2.99,3.21
Russia,Premier League,2018/2019,02/09/2018,12:00,Yenisey,Arsenal Tula,0,0,D,2.35,3.04,3.58,2.53,3.06,3.6,2.39,2.92,3.31
Russia,Premier League,2018/2019,02/09/2018,14:30,Dynamo Moscow,Orenburg,2,0,H,2.21,3.09,3.92,2.26,3.2,4.35,2.11,3.04,3.85
Russia,Premier League,2018/2019,02/09/2018,17:00,Zenit,Spartak Moscow,0,0,D,2,3.55,3.97,2.06,3.72,4.15,1.99,3.47,3.7
Russia,Premier League,2018/2019,02/09/2018,19:30,Akhmat Grozny,Ufa,2,1,H,1.76,3.4,5.87,1.91,3.4,5.87,1.8,3.17,5.24
Russia,Premier League,2018/2019,14/09/2018,17:30,Lokomotiv Moscow,Dynamo Moscow,1,1,D,2.04,3.09,4.48,2.1,3.2,4.78,2.02,3.03,4.24
Russia,Premier League,2018/2019,15/09/2018,12:00,Rubin Kazan,Yenisey,1,0,H,1.7,3.34,6.75,1.74,3.5,7.2,1.67,3.31,6.17
Russia,Premier League,2018/2019,15/09/2018,14:30,Ufa,CSKA Moscow,0,3,A,3.95,3.04,2.2,4.6,3.2,2.28,3.9,3.02,2.11
Russia,Premier League,2018/2019,15/09/2018,17:00,Arsenal Tula,FK Krylya Sovetov Samara,4,0,H,2.43,2.86,3.65,2.43,3.08,3.82,2.34,2.91,3.45
Russia,Premier League,2018/2019,16/09/2018,12:00,Orenburg,Zenit,1,2,A,6.1,3.5,1.7,6.7,3.7,1.71,5.83,3.45,1.67
Russia,Premier League,2018/2019,16/09/2018,14:30,FK Anzi Makhackala,Krasnodar,0,4,A,7.74,4.11,1.5,9,4.45,1.51,7.49,4.03,1.47
Russia,Premier League,2018/2019,16/09/2018,17:00,Spartak Moscow,Akhmat Grozny,1,2,A,1.56,4,6.88,1.59,4.25,7.9,1.55,3.84,6.47
Russia,Premier League,2018/2019,17/09/2018,15:30,Ural,FK Rostov,1,1,D,3.5,2.79,2.55,3.9,2.88,2.61,3.38,2.77,2.47
Russia,Premier League,2018/2019,22/09/2018,09:30,Yenisey,Ural,1,2,A,2.3,3.04,3.67,2.4,3.1,3.82,2.25,3,3.54
Russia,Premier League,2018/2019,22/09/2018,12:00,Dynamo Moscow,FK Anzi Makhackala,0,1,A,1.31,5.34,11.54,1.36,5.45,13,1.31,4.9,11.08
Russia,Premier League,2018/2019,22/09/2018,14:30,Arsenal Tula,Rubin Kazan,2,2,D,2.98,2.91,2.8,3.04,3,2.86,2.91,2.86,2.72
Russia,Premier League,2018/2019,22/09/2018,17:00,Akhmat Grozny,Orenburg,1,1,D,2.07,3.18,4.19,2.18,3.2,4.45,2.06,3.05,4.03
Russia,Premier League,2018/2019,22/09/2018,17:00,FK Rostov,Ufa,0,0,D,1.78,3.2,6.23,1.81,3.4,6.65,1.75,3.17,5.78
Russia,Premier League,2018/2019,23/09/2018,14:30,Zenit,Lokomotiv Moscow,5,3,H,1.66,3.7,6.09,1.74,3.86,6.15,1.66,3.58,5.64
Russia,Premier League,2018/2019,23/09/2018,17:00,CSKA Moscow,Spartak Moscow,1,1,D,2.4,3.4,3.07,2.48,3.4,3.42,2.34,3.24,3.06
Russia,Premier League,2018/2019,24/09/2018,16:30,FK Krylya Sovetov Samara,Krasnodar,0,3,A,4.53,3.4,1.92,5,3.5,2,4.32,3.31,1.9
Russia,Premier League,2018/2019,28/09/2018,15:30,Orenburg,CSKA Moscow,0,1,A,4.05,3.17,2.13,4.5,3.21,2.2,3.91,3.07,2.08
Russia,Premier League,2018/2019,29/09/2018,09:30,Ural,Arsenal Tula,2,1,H,2.26,3.27,3.52,2.33,3.33,3.75,2.21,3.16,3.41
Russia,Premier League,2018/2019,29/09/2018,14:30,Ufa,Yenisey,2,1,H,2.11,3.06,4.34,2.21,3.07,4.35,2.12,2.94,4.02
Russia,Premier League,2018/2019,29/09/2018,17:00,Lokomotiv Moscow,Akhmat Grozny,2,0,H,1.97,3.15,4.82,2.01,3.32,4.92,1.95,3.1,4.41
Russia,Premier League,2018/2019,30/09/2018,12:00,FK Anzi Makhackala,Zenit,2,1,H,12.92,5.33,1.29,15.25,5.46,1.36,11.45,5.09,1.29
Russia,Premier League,2018/2019,30/09/2018,14:30,Krasnodar,Dynamo Moscow,3,0,H,1.68,3.88,5.43,1.78,3.92,5.5,1.68,3.69,5.08
Russia,Premier League,2018/2019,30/09/2018,17:00,Spartak Moscow,FK Rostov,0,1,A,1.86,3.51,4.73,1.93,3.51,5.4,1.86,3.28,4.55
Russia,Premier League,2018/2019,01/10/2018,17:30,Rubin Kazan,FK Krylya Sovetov Samara,2,1,H,1.72,3.35,6.38,1.84,3.45,6.7,1.71,3.3,5.85
Russia,Premier League,2018/2019,05/10/2018,17:30,Arsenal Tula,Ufa,1,1,D,2.31,3.09,3.64,2.41,3.13,3.72,2.26,2.98,3.5
Russia,Premier League,2018/2019,06/10/2018,12:00,FK Krylya Sovetov Samara,Dynamo Moscow,1,0,H,3.38,3.11,2.42,3.4,3.18,2.48,3.23,2.97,2.4
Russia,Premier League,2018/2019,06/10/2018,14:30,FK Rostov,Orenburg,0,1,A,1.88,3.2,5.25,1.92,3.25,5.6,1.85,3.12,4.97
Russia,Premier League,2018/2019,06/10/2018,17:00,Rubin Kazan,Ural,1,0,H,1.89,3.22,5.14,1.95,3.4,5.23,1.86,3.16,4.84
Russia,Premier League,2018/2019,07/10/2018,09:30,Yenisey,Spartak Moscow,2,3,A,4.36,3.3,2,4.5,3.38,2.03,4.1,3.24,1.96
Russia,Premier League,2018/2019,07/10/2018,12:00,Akhmat Grozny,FK Anzi Makhackala,0,0,D,1.51,3.95,8,1.52,4.34,9.2,1.47,3.95,7.76
Russia,Premier League,2018/2019,07/10/2018,14:30,Zenit,Krasnodar,2,1,H,1.98,3.5,4.13,2.12,3.6,4.36,1.98,3.34,3.86
Russia,Premier League,2018/2019,07/10/2018,17:00,CSKA Moscow,Lokomotiv Moscow,0,1,A,2.13,3.19,4.03,2.17,3.28,4.14,2.08,3.16,3.78
Russia,Premier League,2018/2019,19/10/2018,16:00,FK Anzi Makhackala,CSKA Moscow,0,2,A,9.08,4.64,1.4,11,4.65,1.51,8.36,4.19,1.42
Russia,Premier League,2018/2019,19/10/2018,18:30,Lokomotiv Moscow,FK Rostov,2,1,H,2.13,3.03,4.28,2.2,3.04,4.34,2.12,2.91,4.05
Russia,Premier League,2018/2019,20/10/2018,09:30,Orenburg,Yenisey,0,0,D,2.04,3.03,4.72,2.07,3.17,4.78,2,3.01,4.33
Russia,Premier League,2018/2019,20/10/2018,12:00,Ural,FK Krylya Sovetov Samara,1,1,D,2.24,3.03,3.91,2.27,3.1,3.91,2.19,2.98,3.68
Russia,Premier League,2018/2019,20/10/2018,14:30,Ufa,Rubin Kazan,0,0,D,2.95,2.8,3,2.95,2.88,3.05,2.83,2.73,2.9
Russia,Premier League,2018/2019,21/10/2018,12:00,Dynamo Moscow,Zenit,1,0,H,3.73,3.21,2.21,4.14,3.3,2.23,3.66,3.14,2.13
Russia,Premier League,2018/2019,21/10/2018,14:30,Spartak Moscow,Arsenal Tula,2,3,A,1.53,4.32,6.51,1.6,4.4,7.5,1.52,4.02,6.32
Russia,Premier League,2018/2019,21/10/2018,16:59,Krasnodar,Akhmat Grozny,0,1,A,1.53,4.42,6.26,1.65,4.42,7,1.53,4.06,6.1
Russia,Premier League,2018/2019,27/10/2018,12:00,Ural,Ufa,1,1,D,2.41,2.99,3.55,2.41,3.02,3.75,2.31,2.93,3.45
Russia,Premier League,2018/2019,27/10/2018,14:30,Arsenal Tula,Orenburg,2,2,D,2.15,3.15,4.01,2.21,3.2,4.25,2.1,3.06,3.84
Russia,Premier League,2018/2019,27/10/2018,17:00,FK Rostov,FK Anzi Makhackala,1,0,H,1.4,4.19,11.53,1.42,4.64,11.53,1.38,4.21,10
Russia,Premier League,2018/2019,28/10/2018,11:00,Yenisey,Lokomotiv Moscow,0,3,A,4.11,3.11,2.14,4.42,3.15,2.15,3.97,3.02,2.09
Russia,Premier League,2018/2019,28/10/2018,13:30,Akhmat Grozny,Dynamo Moscow,0,0,D,2.47,2.98,3.45,2.51,3.1,3.46,2.41,2.91,3.28
Russia,Premier League,2018/2019,28/10/2018,16:00,CSKA Moscow,Krasnodar,1,2,A,2.26,3.38,3.4,2.35,3.4,3.98,2.2,3.28,3.3
Russia,Premier League,2018/2019,29/10/2018,15:00,FK Krylya Sovetov Samara,Zenit,0,1,A,6.83,3.7,1.61,7,3.8,1.66,6.26,3.63,1.6
Russia,Premier League,2018/2019,29/10/2018,17:30,Rubin Kazan,Spartak Moscow,1,1,D,2.91,2.94,2.88,2.94,3.06,3.13,2.75,2.89,2.85
Russia,Premier League,2018/2019,03/11/2018,11:00,Lokomotiv Moscow,Arsenal Tula,3,1,H,1.73,3.36,6.25,1.76,3.6,6.56,1.7,3.37,5.66
Russia,Premier League,2018/2019,03/11/2018,13:30,Dynamo Moscow,CSKA Moscow,0,0,D,3.34,3.05,2.48,3.4,3.08,2.57,3.17,2.97,2.44
Russia,Premier League,2018/2019,04/11/2018,11:00,Zenit,Akhmat Grozny,1,0,H,1.51,4.31,6.92,1.57,4.31,7.4,1.5,4.06,6.67
Russia,Premier League,2018/2019,04/11/2018,13:30,Krasnodar,FK Rostov,2,2,D,1.83,3.4,5.17,1.9,3.55,5.2,1.82,3.35,4.68
Russia,Premier League,2018/2019,04/11/2018,16:00,Spartak Moscow,Ural,1,2,A,1.59,4.13,6.01,1.64,4.13,6.65,1.57,3.92,5.89
Russia,Premier League,2018/2019,05/11/2018,11:00,Orenburg,Rubin Kazan,1,0,H,3.05,2.86,2.83,3.22,2.88,2.85,3.07,2.77,2.65
Russia,Premier League,2018/2019,05/11/2018,13:30,Ufa,FK Krylya Sovetov Samara,1,2,A,2.27,2.94,4,2.35,3.04,4.04,2.2,2.92,3.77
Russia,Premier League,2018/2019,05/11/2018,16:00,FK Anzi Makhackala,Yenisey,2,1,H,3.31,3.16,2.43,3.31,3.17,2.57,3.15,3.03,2.41
Russia,Premier League,2018/2019,09/11/2018,16:30,Arsenal Tula,FK Anzi Makhackala,2,0,H,1.48,4.29,7.57,1.57,4.29,7.8,1.48,4.01,7.17
Russia,Premier League,2018/2019,10/11/2018,11:00,Ural,Orenburg,2,1,H,2.38,3.03,3.54,2.43,3.1,3.56,2.34,2.95,3.37
Russia,Premier League,2018/2019,10/11/2018,13:30,FK Krylya Sovetov Samara,Akhmat Grozny,1,2,A,2.49,3.06,3.3,2.65,3.06,3.33,2.46,2.93,3.18
Russia,Premier League,2018/2019,10/11/2018,16:00,FK Rostov,Dynamo Moscow,0,0,D,2.07,2.96,4.72,2.11,3.15,4.85,2.01,2.98,4.38
Russia,Premier League,2018/2019,11/11/2018,11:00,Ufa,Spartak Moscow,2,0,H,3.14,3.04,2.61,3.25,3.17,2.7,3,3.01,2.52
Russia,Premier League,2018/2019,11/11/2018,13:00,Krasnodar,Yenisey,3,0,H,1.37,5.01,9.07,1.4,5.1,10,1.36,4.73,8.62
Russia,Premier League,2018/2019,11/11/2018,13:30,Rubin Kazan,Lokomotiv Moscow,0,0,D,3.05,2.78,2.92,3.15,3,2.92,2.9,2.81,2.77
Russia,Premier League,2018/2019,11/11/2018,16:00,CSKA Moscow,Zenit,2,0,H,2.59,3.06,3.14,2.7,3.22,3.16,2.47,3.08,2.99
Russia,Premier League,2018/2019,23/11/2018,15:00,Akhmat Grozny,CSKA Moscow,0,2,A,3.69,3.09,2.29,4,3.1,2.3,3.55,2.98,2.24
Russia,Premier League,2018/2019,23/11/2018,17:30,Lokomotiv Moscow,Ural,1,2,A,1.6,3.71,6.99,1.61,3.9,7.5,1.57,3.61,6.62
Russia,Premier League,2018/2019,24/11/2018,11:00,Dynamo Moscow,Yenisey,1,2,A,1.78,3.49,5.37,1.82,3.5,6.3,1.75,3.34,5.24
Russia,Premier League,2018/2019,24/11/2018,13:30,Orenburg,Ufa,1,0,H,2.54,2.74,3.68,2.65,2.85,3.68,2.44,2.74,3.46
Russia,Premier League,2018/2019,24/11/2018,16:00,FK Anzi Makhackala,Rubin Kazan,1,1,D,5.41,3.27,1.84,5.61,3.4,1.88,5.13,3.18,1.8
Russia,Premier League,2018/2019,25/11/2018,11:00,Spartak Moscow,FK Krylya Sovetov Samara,3,1,H,1.55,4.17,6.49,1.6,4.2,7.5,1.54,3.88,6.29
Russia,Premier League,2018/2019,25/11/2018,13:30,Krasnodar,Arsenal Tula,3,0,H,1.43,4.85,7.36,1.47,4.85,8.5,1.43,4.48,6.98
Russia,Premier League,2018/2019,25/11/2018,16:00,Zenit,FK Rostov,2,0,H,1.75,3.52,5.55,1.8,3.55,5.9,1.73,3.38,5.27
Russia,Premier League,2018/2019,30/11/2018,16:30,Rubin Kazan,Dynamo Moscow,1,1,D,2.46,2.74,3.85,2.46,2.87,3.94,2.34,2.73,3.69
Russia,Premier League,2018/2019,01/12/2018,11:00,Yenisey,Akhmat Grozny,1,1,D,2.71,2.97,3.07,2.81,3.01,3.07,2.69,2.85,2.91
Russia,Premier League,2018/2019,01/12/2018,16:00,FK Anzi Makhackala,Ufa,0,0,D,4.3,2.9,2.2,4.3,2.94,2.3,3.92,2.84,2.19
Russia,Premier League,2018/2019,02/12/2018,11:00,Krasnodar,Ural,2,0,H,1.46,4.7,7.12,1.48,4.75,8.25,1.44,4.46,6.87
Russia,Premier League,2018/2019,02/12/2018,13:30,FK Rostov,CSKA Moscow,0,0,D,2.82,2.72,3.07,3.1,2.95,3.09,2.78,2.76,2.9
Russia,Premier League,2018/2019,02/12/2018,16:00,Spartak Moscow,Lokomotiv Moscow,2,1,H,2.61,3.09,3.09,2.65,3.22,3.09,2.51,3.1,2.91
Russia,Premier League,2018/2019,03/12/2018,16:30,Arsenal Tula,Zenit,4,2,H,4.57,3.12,2.03,4.84,3.35,2.04,4.22,3.18,1.95
Russia,Premier League,2018/2019,08/12/2018,09:30,FK Krylya Sovetov Samara,FK Rostov,1,0,H,3.4,2.85,2.59,3.74,2.87,2.59,3.32,2.78,2.48
Russia,Premier League,2018/2019,08/12/2018,12:00,CSKA Moscow,Yenisey,2,1,H,1.41,4.16,10.68,1.49,4.5,11.25,1.41,4.1,9.22
Russia,Premier League,2018/2019,08/12/2018,14:30,Lokomotiv Moscow,Orenburg,2,1,H,1.69,3.63,5.92,1.72,3.7,5.92,1.66,3.53,5.58
Russia,Premier League,2018/2019,08/12/2018,17:00,FK Anzi Makhackala,Spartak Moscow,0,3,A,6.84,3.95,1.56,6.84,4,1.7,6.21,3.83,1.56
Russia,Premier League,2018/2019,09/12/2018,11:00,Dynamo Moscow,Ural,4,0,H,2.05,3.11,4.49,2.16,3.16,4.49,2.05,3.01,4.08
Russia,Premier League,2018/2019,09/12/2018,13:30,Krasnodar,Ufa,1,1,D,1.54,3.84,7.71,1.56,4.25,8.05,1.52,3.85,6.92
Russia,Premier League,2018/2019,09/12/2018,16:00,Zenit,Rubin Kazan,1,2,A,1.59,3.68,7.27,1.62,3.75,8,1.57,3.57,6.86
Russia,Premier League,2018/2019,10/12/2018,16:30,Akhmat Grozny,Arsenal Tula,2,0,H,2.4,3.06,3.48,2.4,3.1,3.59,2.33,3,3.33
Russia,Premier League,2018/2019,01/03/2019,13:30,Orenburg,FK Anzi Makhackala,0,1,A,1.44,4.19,9.26,1.47,4.44,9.6,1.42,4.11,8.31
Russia,Premier League,2018/2019,02/03/2019,08:30,Ural,Zenit,0,1,A,4.76,3.39,1.89,5,3.58,1.91,4.46,3.32,1.85
Russia,Premier League,2018/2019,02/03/2019,11:00,Arsenal Tula,CSKA Moscow,2,0,H,5.56,3.68,1.71,5.75,3.7,1.75,5.3,3.48,1.7
Russia,Premier League,2018/2019,02/03/2019,13:30,Lokomotiv Moscow,FK Krylya Sovetov Samara,2,2,D,1.68,3.6,6.18,1.68,3.7,6.2,1.65,3.57,5.59
Russia,Premier League,2018/2019,02/03/2019,16:00,Rubin Kazan,Akhmat Grozny,1,0,H,2.4,2.74,3.91,2.56,2.86,3.92,2.35,2.72,3.63
Russia,Premier League,2018/2019,03/03/2019,08:30,Ufa,Dynamo Moscow,1,2,A,2.96,2.72,3.08,2.96,2.94,3.2,2.77,2.72,2.96
Russia,Premier League,2018/2019,03/03/2019,11:00,Yenisey,FK Rostov,1,1,D,3.73,2.87,2.41,4.1,3,2.41,3.57,2.86,2.29
Russia,Premier League,2018/2019,03/03/2019,16:00,Spartak Moscow,Krasnodar,1,1,D,2.88,3.21,2.69,3,3.29,2.7,2.77,3.12,2.59
Russia,Premier League,2018/2019,09/03/2019,11:00,FK Krylya Sovetov Samara,Yenisey,4,0,H,2.16,2.93,4.4,2.25,3.16,4.4,2.1,2.92,4
Russia,Premier League,2018/2019,09/03/2019,13:30,CSKA Moscow,Rubin Kazan,3,0,H,1.76,3.29,6.09,1.8,3.5,6.7,1.72,3.24,5.66
Russia,Premier League,2018/2019,10/03/2019,11:00,FK Rostov,Arsenal Tula,0,0,D,1.88,3.15,5.43,1.89,3.2,5.5,1.84,3.09,5.02
Russia,Premier League,2018/2019,10/03/2019,13:30,Zenit,Ufa,2,1,H,1.41,4.23,10.64,1.43,4.26,12,1.4,4.07,9.34
Russia,Premier League,2018/2019,10/03/2019,16:00,Dynamo Moscow,Spartak Moscow,0,1,A,2.81,2.84,3.1,2.88,2.95,3.1,2.65,2.82,2.96
Russia,Premier League,2018/2019,10/03/2019,18:00,FK Anzi Makhackala,Lokomotiv Moscow,0,2,A,8.09,4.66,1.42,10,4.66,1.45,8.39,4.32,1.4
Russia,Premier League,2018/2019,11/03/2019,14:30,Akhmat Grozny,Ural,1,1,D,2.07,3.02,4.55,2.17,3.16,4.55,2.02,3.02,4.12
Russia,Premier League,2018/2019,11/03/2019,16:30,Krasnodar,Orenburg,2,2,D,1.53,4.02,7.21,1.56,4.05,7.9,1.52,3.85,6.71
Russia,Premier League,2018/2019,15/03/2019,16:30,FK Anzi Makhackala,FK Krylya Sovetov Samara,0,2,A,8.65,4.47,1.43,12,4.47,1.55,8.22,4.04,1.44
Russia,Premier League,2018/2019,16/03/2019,08:30,Orenburg,Dynamo Moscow,1,0,H,3.02,2.72,2.97,3.06,2.85,2.97,2.89,2.72,2.8
Russia,Premier League,2018/2019,16/03/2019,11:00,Ural,CSKA Moscow,0,1,A,5.18,3.38,1.83,5.35,3.46,1.91,4.75,3.24,1.83
Russia,Premier League,2018/2019,16/03/2019,13:30,Rubin Kazan,FK Rostov,0,2,A,2.9,2.7,3.17,2.92,2.92,3.25,2.78,2.61,3.09
Russia,Premier League,2018/2019,16/03/2019,16:00,Arsenal Tula,Yenisey,2,0,H,1.78,3.65,5.07,1.85,3.8,5.25,1.76,3.45,4.75
Russia,Premier League,2018/2019,17/03/2019,11:00,Ufa,Akhmat Grozny,0,1,A,2.62,2.75,3.5,2.72,2.93,3.5,2.52,2.74,3.26
Russia,Premier League,2018/2019,17/03/2019,13:30,Lokomotiv Moscow,Krasnodar,1,0,H,2.44,3.22,3.21,2.45,4.3,3.21,2.35,3.2,3.05
Russia,Premier League,2018/2019,17/03/2019,16:00,Spartak Moscow,Zenit,1,1,D,2.77,3.22,2.78,2.88,3.27,2.93,2.64,3.12,2.7
Russia,Premier League,2018/2019,29/03/2019,15:30,FK Krylya Sovetov Samara,Arsenal Tula,0,1,A,2.27,3.05,3.8,2.27,3.19,3.86,2.18,3.06,3.57
Russia,Premier League,2018/2019,30/03/2019,08:30,Yenisey,Rubin Kazan,1,1,D,2.94,2.89,2.91,3.1,3.06,2.91,2.87,2.82,2.76
Russia,Premier League,2018/2019,30/03/2019,11:00,Dynamo Moscow,Lokomotiv Moscow,0,1,A,3.24,3.07,2.52,3.34,3.07,2.58,3.12,2.96,2.45
Russia,Premier League,2018/2019,30/03/2019,13:30,Akhmat Grozny,Spartak Moscow,1,3,A,3.11,2.89,2.76,3.14,2.98,2.8,2.96,2.89,2.61
Russia,Premier League,2018/2019,30/03/2019,16:00,FK Rostov,Ural,2,1,H,1.76,3.39,5.8,1.8,3.48,6,1.74,3.29,5.4
